1.08724, 3018824, 1492991772000, 1.71, 1.71
1.0874, 3018824, 1492991832000, 1.71, 1.71
1.08715, 3018824, 1492991892000, 1.71, 1.71
1.08725, 3018824, 1492991953000, 1.71, 1.71
1.08726, 3018824, 1492992012000, 1.71, 1.71
1.08745, 3018824, 1492992072000, 1.71, 1.71
1.08767, 3018824, 1492992133000, 1.71, 1.71
1.08752, 3018824, 1492992193000, 1.71, 1.71
1.08753, 3018824, 1492992252000, 1.71, 1.71
1.08708, 3018824, 1492992312000, 1.71, 1.71
1.08659, 3018824, 1492992373000, 1.71, 1.71
1.08653, 3018824, 1492992433000, 1.71, 1.71
1.08613, 3018824, 1492992492000, 1.71, 1.71
1.08579, 3018824, 1492992552000, 1.71, 1.71
1.08554, 3018824, 1492992613000, 1.71, 1.71
1.08561, 3018824, 1492992673000, 1.71, 1.71
1.08562, 3018824, 1492992732000, 1.71, 1.71
1.08545, 3018824, 1492992792000, 1.71, 1.71
1.08545, 3018824, 1492992853000, 1.71, 1.71
1.08563, 3018824, 1492992913000, 1.71, 1.71
1.08579, 3018824, 1492992972000, 1.71, 1.71
1.08565, 3018824, 1492993032000, 1.71, 1.71
1.08566, 3018824, 1492993093000, 1.71, 1.71
1.08538, 3018824, 1492993152000, 1.71, 1.71
1.08516, 3018824, 1492993212000, 1.71, 1.71
1.08519, 3018824, 1492993273000, 1.71, 1.71
1.08496, 3018824, 1492993333000, 1.71, 1.71
1.08512, 3018824, 1492993393000, 1.71, 1.71
1.08517, 3018824, 1492993452000, 1.71, 1.71
1.08463, 3018824, 1492993513000, 1.71, 1.71
1.08431, 3018824, 1492993573000, 1.71, 1.71
1.08476, 3018824, 1492993633000, 1.71, 1.71
1.08493, 3018824, 1492993692000, 1.71, 1.71
1.08481, 3018824, 1492993753000, 1.71, 1.71
1.08436, 3018824, 1492993812000, 1.71, 1.71
1.08415, 3018824, 1492993872000, 1.71, 1.71
1.0845, 3018824, 1492993933000, 1.71, 1.71
1.08398, 3018824, 1492993993000, 1.71, 1.71
1.08443, 3018824, 1492994052000, 1.71, 1.71
1.08413, 3018824, 1492994113000, 1.71, 1.71
1.08425, 3018824, 1492994173000, 1.71, 1.71
1.08451, 3018824, 1492994232000, 1.71, 1.71
1.08423, 3018824, 1492994292000, 1.71, 1.71
1.08438, 3018824, 1492994353000, 1.71, 1.71
1.08454, 3018824, 1492994413000, 1.71, 1.71
1.08462, 3018824, 1492994472000, 1.71, 1.71
1.08508, 3018824, 1492994532000, 1.71, 1.71
1.08484, 3018824, 1492994593000, 1.71, 1.71
1.08491, 3018824, 1492994652000, 1.71, 1.71
1.08497, 3018824, 1492994712000, 1.71, 1.71
1.0847, 3018824, 1492994773000, 1.71, 1.71
1.0848, 3018824, 1492994833000, 1.71, 1.71
1.08467, 3018824, 1492994892000, 1.71, 1.71
1.08463, 3018824, 1492994952000, 1.71, 1.71
1.08471, 3018824, 1492995013000, 1.71, 1.71
1.08489, 3018824, 1492995072000, 1.71, 1.71
1.08488, 3018824, 1492995132000, 1.71, 1.71
1.08479, 3018824, 1492995193000, 1.71, 1.71
1.08486, 3018824, 1492995252000, 1.71, 1.71
1.08487, 3018824, 1492995312000, 1.71, 1.71
1.08506, 3018824, 1492995373000, 1.71, 1.71
1.0851, 3018824, 1492995433000, 1.71, 1.71
1.08518, 3018824, 1492995492000, 1.71, 1.71
